Date,Gold_EUR,Silver_EUR,Platinum_EUR,Palladium_EUR
1989-09-19,366.05,5.16,467.9,143.24
1989-09-20,368.41,5.19,469.7,144.14
1989-09-21,369.16,5.26,470.3,141.96
1989-09-22,370.63,5.38,473.6,144.37
1989-09-25,366.11,5.25,473.5,140.54
1989-09-26,361.39,5.19,469.3,138.12
1989-09-27,359.4,5.15,475.2,136.31
1989-09-28,359.67,5.16,474.1,136.42
1989-09-29,357.21,5.1,473.3,137.12
1989-10-02,357.75,5.1,474.9,136.81
1989-10-03,359.26,5.13,476.0,137.84
1989-10-04,357.76,5.13,474.2,137.52
1989-10-05,355.8,5.07,471.7,137.04
1989-10-06,357.3,5.04,472.2,133.82
1989-10-09,356.53,4.97,470.5,133.62
1989-10-10,355.15,4.96,467.3,133.23
1989-10-11,359.87,5.06,471.7,134.97
1989-10-12,359.42,5.04,474.5,135.1
1989-10-13,356.12,4.98,470.3,135.06
1989-10-16,355.22,4.94,464.8,131.1
1989-10-17,352.52,4.9,460.4,131.05
1989-10-18,354.03,4.91,464.1,132.43
1989-10-19,351.85,4.87,460.2,132.44
1989-10-20,352.31,4.89,458.9,131.67
1989-10-23,352.24,4.89,456.6,130.26
1989-10-24,352.13,4.9,454.7,129.39
1989-10-25,351.43,4.87,453.1,128.66
1989-10-26,353.82,4.94,455.8,128.37
1989-10-27,357.67,4.99,462.3,130.89
1989-10-30,358.6,4.97,464.8,129.77
1989-10-31,356.53,4.93,460.8,128.51
1989-11-01,355.16,4.89,458.1,128.53
1989-11-02,362.73,5.01,466.3,130.16
1989-11-03,361.0,4.98,463.2,130.19
1989-11-06,364.41,5.0,465.3,130.36
1989-11-07,367.39,5.01,467.3,130.25
1989-11-08,369.87,5.01,469.6,131.27
1989-11-09,368.72,5.03,473.8,132.42
1989-11-10,371.3,5.03,480.5,132.72
1989-11-13,374.96,5.08,484.7,133.49
1989-11-14,374.31,5.13,491.8,134.69
1989-11-15,370.29,5.22,484.2,134.14
1989-11-16,369.6,5.27,484.3,133.08
1989-11-17,373.93,5.37,491.0,136.8
1989-11-20,375.92,5.37,492.9,137.07
1989-11-21,377.52,5.46,493.2,134.99
1989-11-22,382.81,5.4,492.9,134.39
1989-11-24,388.2,5.57,497.7,133.97
1989-11-27,380.12,5.35,485.2,130.99
1989-11-28,384.49,5.34,478.6,130.36
1989-11-29,379.9,5.24,463.1,127.18
1989-11-30,381.03,5.29,463.6,127.68
1989-12-01,383.24,5.29,469.7,132.25
1989-12-04,371.29,5.14,453.9,129.03
1989-12-05,372.54,5.15,453.4,129.74
1989-12-06,371.4,5.14,452.6,127.69
1989-12-07,377.2,5.22,458.0,129.25
1989-12-08,378.74,5.23,457.1,129.49
1989-12-11,381.89,5.26,460.3,128.38
1989-12-12,375.96,5.14,455.0,125.02
1989-12-13,368.4,5.05,444.4,123.48
1989-12-14,367.69,5.04,449.5,124.08
1989-12-15,369.56,5.04,450.0,123.86
1989-12-18,368.26,5.02,446.0,122.13
1989-12-19,370.79,5.02,450.2,123.15
1989-12-20,372.67,5.04,459.3,123.09
1989-12-21,367.63,4.99,449.2,121.57
1989-12-22,364.95,4.95,450.4,120.16
1989-12-26,357.35,4.88,444.3,119.82
1989-12-27,349.94,4.61,436.9,117.25
1989-12-28,347.32,4.52,429.1,116.64
1989-12-29,351.04,4.57,424.3,117.13
1990-01-02,352.32,4.6,417.0,118.64
1990-01-03,349.77,4.61,416.3,118.68
1990-01-04,345.96,4.61,421.1,117.39
1990-01-05,352.0,4.64,425.0,117.71
1990-01-08,346.57,4.54,415.6,116.81
1990-01-09,350.35,4.57,423.4,117.91
1990-01-10,356.79,4.62,429.7,118.36
1990-01-11,358.46,4.63,428.7,118.16
1990-01-12,357.13,4.64,431.3,118.84
1990-01-15,357.48,4.56,430.2,119.53
1990-01-16,358.22,4.59,430.5,118.97
1990-01-17,358.59,4.6,431.2,117.88
1990-01-18,360.2,4.59,432.3,118.69
1990-01-19,359.12,4.59,434.7,118.51
1990-01-22,360.36,4.69,437.6,119.24
1990-01-23,359.96,4.65,433.3,118.42
1990-01-24,361.3,4.55,435.2,117.55
1990-01-25,360.21,4.54,438.3,117.94
1990-01-26,364.94,4.57,448.6,119.3
1990-01-29,365.96,4.52,445.1,118.37
1990-01-30,365.49,4.52,442.1,118.47
1990-01-31,361.64,4.53,437.5,118.15
1990-02-01,364.98,4.59,440.2,117.87
1990-02-02,366.04,4.62,440.0,117.4
1990-02-05,366.01,4.59,438.5,117.04
1990-02-06,362.52,4.54,434.9,116.14
1990-02-07,359.05,4.53,428.8,115.5
1990-02-08,363.27,4.58,434.8,117.26
1990-02-09,361.25,4.53,435.8,116.81
1990-02-12,362.73,4.54,442.7,116.8
1990-02-13,362.89,4.59,443.4,117.81
1990-02-14,360.74,4.57,445.9,117.05
1990-02-15,358.73,4.59,444.8,116.19
1990-02-16,362.38,4.6,446.5,117.29
1990-02-20,363.82,4.59,453.0,117.84
1990-02-21,360.19,4.51,447.5,116.62
1990-02-22,358.83,4.52,444.6,116.55
1990-02-23,359.8,4.51,447.0,116.24
1990-02-26,357.16,4.54,437.5,111.97
1990-02-27,355.11,4.46,434.7,110.59
1990-02-28,355.75,4.53,436.1,111.97
1990-03-01,359.62,4.6,440.8,112.72
1990-03-02,357.74,4.58,442.1,116.07
1990-03-05,355.3,4.53,439.0,115.43
1990-03-06,354.21,4.52,440.7,115.22
1990-03-07,352.12,4.54,437.7,115.62
1990-03-08,350.79,4.52,435.5,115.21
1990-03-09,351.11,4.51,434.0,115.06
1990-03-12,351.87,4.48,435.3,115.62
1990-03-13,352.7,4.5,436.2,116.19
1990-03-14,350.96,4.51,435.6,115.61
1990-03-15,348.93,4.48,434.1,114.91
1990-03-16,348.46,4.47,430.7,114.73
1990-03-19,346.79,4.45,427.6,113.56
1990-03-20,342.12,4.43,423.7,113.87
1990-03-21,343.82,4.47,427.7,115.36
1990-03-22,345.08,4.49,426.8,115.67
1990-03-23,341.49,4.46,427.3,115.93
1990-03-26,321.37,4.38,418.9,113.03
1990-03-27,323.97,4.38,419.1,112.88
1990-03-28,328.25,4.35,415.9,112.89
1990-03-29,327.41,4.34,412.2,112.68
1990-03-30,324.68,4.31,411.1,112.12
1990-04-02,327.19,4.35,412.2,112.7
1990-04-03,331.53,4.39,415.8,113.13
1990-04-04,332.84,4.52,420.0,112.63
1990-04-05,330.52,4.5,416.3,112.23
1990-04-06,335.01,4.51,414.2,112.45
1990-04-09,330.18,4.45,412.6,112.06
1990-04-10,328.85,4.43,412.4,112.19
1990-04-11,325.09,4.42,411.0,111.34
1990-04-12,325.7,4.38,411.8,111.25
1990-04-16,325.88,4.37,411.5,111.38
1990-04-17,325.96,4.39,410.3,110.83
1990-04-18,325.64,4.36,408.1,110.21
1990-04-19,327.37,4.37,413.0,110.67
1990-04-20,329.03,4.42,415.9,110.34
1990-04-23,332.61,4.44,424.6,110.99
1990-04-24,329.31,4.42,418.3,109.22
1990-04-25,322.46,4.32,402.2,106.25
1990-04-26,322.09,4.31,403.5,105.69
1990-04-27,321.33,4.3,403.3,103.79
1990-04-30,319.73,4.32,402.8,100.81
1990-05-01,321.27,4.39,408.1,103.18
1990-05-02,320.91,4.37,409.1,103.17
1990-05-03,322.38,4.38,411.4,102.48
1990-05-04,319.9,4.35,409.1,102.98
1990-05-07,317.49,4.32,405.9,101.19
1990-05-08,316.35,4.3,402.2,99.92
1990-05-09,313.77,4.28,403.1,99.08
1990-05-10,312.1,4.32,401.3,99.28
1990-05-11,309.78,4.27,399.2,99.16
1990-05-14,311.89,4.32,405.4,100.51
1990-05-15,314.44,4.28,406.7,100.59
1990-05-16,311.99,4.27,405.4,100.85
1990-05-17,313.09,4.29,410.9,100.53
1990-05-18,317.39,4.37,422.8,104.11
1990-05-21,319.14,4.42,421.9,103.31
1990-05-22,322.23,4.57,426.6,104.53
1990-05-23,312.69,4.53,421.7,104.03
1990-05-24,319.45,4.54,425.1,105.39
1990-05-25,317.81,4.54,429.8,106.02
1990-05-29,315.01,4.44,423.0,104.35
1990-05-30,318.13,4.38,421.1,103.83
1990-05-31,321.14,4.45,424.5,103.85
1990-06-01,315.68,4.41,418.2,103.26
1990-06-04,314.67,4.41,417.1,102.89
1990-06-05,315.35,4.42,421.3,103.12
1990-06-06,312.36,4.38,417.9,103.14
1990-06-07,310.61,4.37,417.3,102.35
1990-06-08,312.51,4.38,419.7,103.01
1990-06-11,312.0,4.37,416.2,102.44
1990-06-12,311.66,4.37,419.2,102.41
1990-06-13,308.19,4.28,412.2,101.11
1990-06-14,304.04,4.16,408.7,98.48
1990-06-15,306.06,4.19,408.1,99.56
1990-06-18,302.74,4.16,406.6,98.74
1990-06-19,301.07,4.13,402.2,98.5
1990-06-20,303.87,4.17,409.5,98.36
1990-06-21,304.27,4.16,408.2,98.49
1990-06-22,302.91,4.14,410.7,97.71
1990-06-25,306.46,4.22,414.0,98.51
1990-06-26,302.48,4.2,410.8,96.77
1990-06-27,301.31,4.16,410.4,96.83
1990-06-28,303.01,4.19,413.7,97.55
1990-06-29,307.4,4.24,416.3,100.27
1990-07-02,306.65,4.26,414.8,98.93
1990-07-03,308.4,4.23,413.3,99.7
1990-07-05,307.23,4.17,411.0,100.47
1990-07-06,307.78,4.18,411.1,100.42
1990-07-09,304.3,4.11,409.7,98.84
1990-07-10,301.43,4.12,407.3,98.42
1990-07-11,301.02,4.14,402.1,98.79
1990-07-12,305.54,4.21,401.7,99.01
1990-07-13,308.11,4.18,404.8,98.58
1990-07-16,309.03,4.16,403.1,99.11
1990-07-17,306.38,4.11,399.2,98.33
1990-07-18,305.55,4.16,398.9,99.21
1990-07-19,305.26,4.13,401.3,98.89
1990-07-20,304.69,4.12,399.8,98.98
1990-07-23,308.62,4.11,401.7,99.26
1990-07-24,305.73,4.03,395.5,97.34
1990-07-25,309.12,4.04,397.9,97.37
1990-07-26,307.54,4.07,395.3,96.94
1990-07-27,304.81,4.03,392.3,96.0
1990-07-30,310.89,3.99,390.9,94.88
1990-07-31,308.67,3.92,394.4,93.61
1990-08-01,312.27,3.96,396.6,93.74
1990-08-02,315.64,3.98,396.0,93.65
1990-08-03,315.53,3.98,393.4,92.28
1990-08-06,318.38,3.98,391.3,91.6
1990-08-07,319.12,3.96,385.7,92.24
1990-08-08,320.66,3.98,389.0,93.29
1990-08-09,322.31,3.99,392.3,94.78
1990-08-10,330.89,4.07,399.3,95.38
1990-08-14,333.2,4.2,399.1,95.13
1990-08-15,329.65,4.08,396.0,94.01
1990-08-16,335.23,4.16,399.5,94.42
1990-08-17,332.67,4.13,398.2,94.4
1990-08-20,334.53,4.2,397.4,94.1
1990-08-21,331.76,4.16,393.7,94.35
1990-08-22,334.02,4.19,395.3,93.6
1990-08-23,333.68,4.17,396.4,93.2
1990-08-24,337.97,4.25,399.8,92.64
1990-08-27,315.17,3.95,381.5,89.33
1990-08-28,312.71,3.94,379.4,88.93
1990-08-29,313.61,3.94,381.8,89.36
1990-08-30,316.15,3.95,386.4,89.54
1990-08-31,314.51,3.93,386.2,89.29
1990-09-04,317.12,3.92,389.8,90.3
1990-09-05,315.08,3.88,383.1,88.75
1990-09-06,316.53,3.89,380.2,86.92
1990-09-07,317.94,3.93,382.2,86.39
1990-09-10,312.16,3.93,366.3,84.85
1990-09-11,315.59,3.98,364.8,85.96
1990-09-12,315.91,3.98,365.5,85.23
1990-09-13,314.0,3.93,364.8,85.2
1990-09-14,313.1,3.87,361.1,84.24
1990-09-17,315.73,3.88,361.8,84.45
1990-09-18,312.24,3.87,361.6,83.99
1990-09-19,314.88,3.9,364.1,84.31
1990-09-20,319.37,3.94,363.0,83.69
1990-09-21,319.15,3.94,366.5,81.79
1990-09-24,325.94,3.99,368.3,81.26
1990-09-25,326.89,3.94,363.1,82.12
1990-09-26,332.77,3.93,361.7,80.21
1990-09-27,330.81,3.9,351.9,78.19
1990-09-28,327.79,3.88,348.0,77.27
1990-10-01,311.56,3.75,339.6,76.38
1990-10-02,314.09,3.78,353.6,79.18
1990-10-03,315.62,3.76,347.8,78.88
1990-10-04,312.2,3.72,347.4,77.56
1990-10-05,315.8,3.75,354.1,80.36
1990-10-08,316.75,3.75,351.0,79.17
1990-10-09,308.29,3.64,343.8,78.17
1990-10-10,307.37,3.5,338.1,77.19
1990-10-11,309.22,3.37,325.7,73.93
1990-10-12,304.51,3.39,322.1,73.46
1990-10-15,295.56,3.26,305.6,69.03
1990-10-16,283.84,3.26,301.5,68.18
1990-10-17,286.4,3.28,304.6,68.7
1990-10-18,288.97,3.29,307.5,69.96
1990-10-19,289.62,3.31,314.0,71.92
1990-10-22,289.69,3.29,321.1,74.13
1990-10-23,290.93,3.31,328.6,74.62
1990-10-24,290.73,3.29,326.8,73.69
1990-10-25,293.53,3.29,321.8,73.4
1990-10-26,290.25,3.17,317.3,73.34
1990-10-29,292.29,3.23,321.1,74.05
1990-10-30,297.27,3.31,335.9,75.23
1990-10-31,296.34,3.25,336.2,74.3
1990-11-01,296.24,3.29,332.5,73.69
1990-11-02,291.17,3.22,319.8,71.48
1990-11-05,290.58,3.22,320.2,71.52
1990-11-06,295.9,3.25,324.8,72.35
1990-11-07,294.69,3.26,314.2,71.79
1990-11-08,296.8,3.26,317.6,71.21
1990-11-09,294.75,3.23,308.9,70.35
1990-11-12,292.46,3.21,309.9,70.43
1990-11-13,293.65,3.2,314.4,71.4
1990-11-14,285.57,3.15,308.2,69.49
1990-11-15,287.88,3.12,310.8,69.77
1990-11-16,286.45,3.13,313.9,70.9
1990-11-19,289.14,3.13,311.7,71.4
1990-11-20,286.68,3.11,310.4,70.89
1990-11-21,288.54,3.13,311.9,70.8
1990-11-23,293.02,3.15,323.2,72.4
1990-11-26,295.82,3.18,322.4,72.22
1990-11-27,292.74,3.11,317.3,71.17
1990-11-28,293.6,3.21,321.2,70.79
1990-11-29,300.64,3.21,324.1,71.61
1990-11-30,296.67,3.24,322.1,70.3
1990-12-03,293.75,3.28,322.2,71.01
1990-12-04,293.26,3.27,324.0,71.91
1990-12-05,289.54,3.27,323.3,71.81
1990-12-06,285.08,3.21,318.1,71.12
1990-12-07,282.13,3.13,309.3,69.98
1990-12-10,283.91,3.12,311.0,69.64
1990-12-11,283.63,3.15,314.9,70.07
1990-12-12,283.86,3.11,311.1,69.28
1990-12-13,285.57,3.09,310.6,67.05
1990-12-14,288.3,3.05,309.8,66.25
1990-12-17,289.19,3.07,313.3,66.79
1990-12-18,287.93,3.06,311.1,66.05
1990-12-19,294.14,3.15,315.7,66.41
1990-12-20,297.92,3.28,322.3,68.18
1990-12-21,300.8,3.2,318.4,67.78
1990-12-26,304.34,3.27,319.7,66.93
1990-12-27,304.07,3.26,316.5,64.88
1990-12-28,304.11,3.26,314.6,62.48
1990-12-31,304.11,3.26,313.6,62.25
1991-01-02,298.8,3.18,311.8,62.34
1991-01-03,297.62,3.27,314.1,63.14
1991-01-04,299.04,3.25,315.9,64.57
1991-01-07,311.53,3.41,323.6,67.62
1991-01-08,308.07,3.28,318.3,67.22
1991-01-09,305.01,3.24,316.3,66.59
1991-01-10,308.11,3.26,323.2,68.44
1991-01-11,309.13,3.28,327.8,68.62
1991-01-14,317.95,3.37,329.5,70.78
1991-01-15,316.76,3.34,328.1,71.08
1991-01-16,320.17,3.35,329.5,71.47
1991-01-17,290.68,3.14,315.1,70.89
1991-01-18,289.01,3.09,310.8,69.19
1991-01-21,290.65,3.08,307.1,69.16
1991-01-22,291.31,3.09,305.9,68.75
1991-01-23,289.1,3.0,300.3,67.22
1991-01-24,284.48,2.88,290.4,65.12
1991-01-25,287.27,2.92,295.8,67.9
1991-01-28,287.84,2.93,288.9,66.48
1991-01-29,287.11,2.95,291.5,66.29
1991-01-30,284.3,2.93,288.9,63.52
1991-01-31,279.25,2.92,289.0,64.11
1991-02-01,277.45,2.91,287.5,65.09
1991-02-04,279.04,2.9,286.8,64.58
1991-02-05,276.68,2.89,281.0,63.23
1991-02-06,271.65,2.81,278.2,62.41
1991-02-07,275.36,2.84,279.5,64.52
1991-02-08,278.12,2.86,282.4,67.14
1991-02-11,273.51,2.74,277.1,65.65
1991-02-12,275.87,2.77,278.7,64.37
1991-02-13,275.95,2.8,281.0,65.87
1991-02-14,278.28,2.88,286.5,66.38
1991-02-15,277.2,2.87,287.8,65.27
1991-02-19,280.43,2.83,289.4,65.49
1991-02-20,281.05,2.82,290.9,65.18
1991-02-21,278.28,2.78,286.2,62.98
1991-02-22,276.57,2.71,287.8,63.14
1991-02-25,281.68,2.79,290.3,63.86
1991-02-26,280.55,2.81,295.9,65.19
1991-02-27,283.45,2.82,304.8,66.24
1991-02-28,288.55,2.95,313.1,69.05
1991-03-01,290.49,3.01,316.1,68.8
1991-03-04,291.13,3.07,315.8,67.84
1991-03-05,288.13,3.06,308.8,66.62
1991-03-06,290.65,3.09,313.0,67.38
1991-03-07,292.41,3.19,313.6,68.4
1991-03-08,297.48,3.37,325.4,71.17
1991-03-11,296.59,3.33,329.6,71.68
1991-03-12,295.12,3.26,322.1,69.73
1991-03-13,297.65,3.35,328.4,70.91
1991-03-14,296.48,3.29,325.5,70.66
1991-03-15,299.91,3.38,328.9,72.31
1991-03-18,304.45,3.33,327.8,71.91
1991-03-19,308.95,3.44,333.5,73.57
1991-03-20,307.64,3.35,331.2,74.46
1991-03-21,305.0,3.38,326.5,74.09
1991-03-22,306.49,3.37,333.1,72.77
1991-03-25,308.0,3.39,336.7,72.41
1991-03-26,311.88,3.38,334.7,73.71
1991-03-27,313.51,3.35,337.9,75.93
1991-03-28,314.3,3.38,341.4,80.19
1991-04-01,312.98,3.42,338.5,80.15
1991-04-02,310.0,3.45,337.7,79.03
1991-04-03,309.89,3.49,342.0,80.51
1991-04-04,308.96,3.47,343.1,80.55
1991-04-05,312.32,3.41,344.5,79.52
1991-04-08,315.15,3.44,346.7,81.21
1991-04-09,314.33,3.45,345.2,80.98
1991-04-10,315.29,3.43,345.2,82.37
1991-04-11,312.46,3.41,343.0,82.74
1991-04-12,313.16,3.44,345.0,84.87
1991-04-15,311.95,3.43,342.1,82.02
1991-04-16,309.79,3.43,339.4,81.9
1991-04-17,311.79,3.51,344.0,84.01
1991-04-18,311.78,3.42,340.0,84.65
1991-04-19,319.59,3.48,348.0,85.91
1991-04-22,325.7,3.56,352.9,90.64
1991-04-23,320.56,3.56,347.4,91.01
1991-04-24,321.97,3.57,349.9,90.81
1991-04-25,318.5,3.53,345.8,89.25
1991-04-26,319.64,3.56,348.4,91.71
1991-04-29,321.09,3.6,350.2,89.86
1991-04-30,314.93,3.54,344.8,88.4
1991-05-01,312.84,3.49,342.5,86.85
1991-05-02,315.25,3.57,344.5,84.58
1991-05-03,318.35,3.56,343.5,83.28
1991-05-06,317.95,3.6,348.2,84.72
1991-05-07,315.92,3.59,345.2,83.99
1991-05-08,318.55,3.63,346.7,83.88
1991-05-09,321.03,3.65,348.1,85.51
1991-05-10,317.02,3.59,343.7,84.32
1991-05-13,316.0,3.53,340.8,82.91
1991-05-14,315.27,3.56,338.9,82.4
1991-05-15,312.71,3.58,339.0,82.32
1991-05-16,310.63,3.51,337.7,82.64
1991-05-17,316.84,3.59,344.4,84.73
1991-05-20,317.21,3.59,343.3,84.68
1991-05-21,314.39,3.57,343.2,84.33
1991-05-22,314.97,3.58,341.6,84.39
1991-05-23,312.31,3.57,339.3,83.19
1991-05-24,312.6,3.55,339.6,82.97
1991-05-28,316.76,3.64,341.8,83.35
1991-05-29,319.14,3.65,343.5,82.02
1991-05-30,322.88,3.67,327.5,87.66
1991-05-31,325.34,3.67,332.5,87.31
1991-06-03,327.93,3.74,334.9,86.19
1991-06-04,326.17,3.71,334.6,86.13
1991-06-05,327.78,3.75,336.6,85.51
1991-06-06,330.88,3.98,340.9,87.64
1991-06-07,335.36,4.06,342.9,88.76
1991-06-10,341.74,4.14,343.9,88.29
1991-06-11,339.79,4.1,341.7,88.79
1991-06-12,342.77,4.13,344.6,89.3
1991-06-13,343.59,4.17,340.3,89.1
1991-06-14,339.02,4.06,334.0,88.65
1991-06-17,341.88,4.1,336.5,89.25
1991-06-18,344.93,4.14,341.4,90.21
1991-06-19,340.65,4.08,338.9,90.51
1991-06-20,341.45,4.1,344.9,91.45
1991-06-21,339.64,4.04,345.5,91.16
1991-06-24,334.19,3.98,341.6,89.59
1991-06-25,338.22,4.04,343.2,89.56
1991-06-26,336.63,4.04,342.1,89.03
1991-06-27,338.45,4.08,343.6,89.33
1991-06-28,344.22,4.16,352.2,90.71
1991-07-01,345.47,4.19,356.7,91.16
1991-07-02,347.67,4.19,357.5,91.39
1991-07-03,348.82,4.25,354.9,90.77
1991-07-08,345.53,4.19,357.7,89.89
1991-07-09,345.29,4.17,356.7,88.98
1991-07-10,345.24,4.15,352.0,88.36
1991-07-11,346.84,4.12,350.4,88.85
1991-07-12,339.11,4.04,344.8,87.16
1991-07-15,339.48,4.03,346.3,87.05
1991-07-16,341.24,4.06,348.3,87.48
1991-07-17,339.85,4.08,348.3,87.14
1991-07-18,336.81,4.01,343.7,86.54
1991-07-19,332.65,3.96,338.3,85.67
1991-07-22,331.92,3.93,339.6,85.57
1991-07-23,331.8,3.86,338.4,85.09
1991-07-24,324.61,3.57,323.7,83.31
1991-07-25,328.26,3.67,327.2,84.16
1991-07-26,326.56,3.65,324.4,81.48
1991-07-29,333.3,3.67,326.0,80.72
1991-07-30,332.05,3.65,321.5,77.58
1991-07-31,331.87,3.65,324.2,78.49
1991-08-01,333.78,3.65,324.0,79.32
1991-08-02,322.13,3.5,311.5,75.31
1991-08-05,319.87,3.48,308.4,74.61
1991-08-06,318.65,3.48,310.2,75.91
1991-08-07,317.8,3.48,309.8,75.6
1991-08-08,321.08,3.47,306.1,73.62
1991-08-09,322.82,3.52,310.5,73.8
1991-08-12,321.6,3.51,311.3,75.2
1991-08-13,321.56,3.5,308.1,74.84
1991-08-14,323.49,3.53,304.5,73.31
1991-08-15,322.34,3.49,299.1,69.41
1991-08-16,328.54,3.61,308.7,72.13
1991-08-19,338.95,3.79,322.4,76.62
1991-08-20,334.07,3.71,316.8,76.19
1991-08-21,325.57,3.6,306.5,73.37
1991-08-22,318.28,3.52,293.8,72.26
1991-08-23,322.34,3.6,297.0,72.9
1991-08-26,322.82,3.58,298.7,72.66
1991-08-27,322.31,3.57,295.1,72.8
1991-08-28,320.25,3.56,300.7,73.97
1991-08-29,318.41,3.48,299.5,73.67
1991-08-30,316.42,3.47,300.6,72.63
1991-09-03,314.78,3.54,303.6,72.7
1991-09-04,314.31,3.53,304.1,73.46
1991-09-05,313.41,3.5,300.8,72.78
1991-09-06,313.88,3.58,308.2,73.27
1991-09-09,308.76,3.56,301.7,71.71
1991-09-10,307.37,3.51,298.9,71.37
1991-09-11,304.04,3.48,295.6,71.01
1991-09-12,300.85,3.46,295.3,70.59
1991-09-13,300.72,3.49,296.2,70.3
1991-09-16,298.92,3.48,296.3,70.29
1991-09-17,300.15,3.52,298.9,70.76
1991-09-18,303.76,3.56,302.3,72.0
1991-09-19,304.87,3.57,303.7,71.71
1991-09-20,304.22,3.58,306.2,71.11
1991-09-23,303.86,3.62,304.8,71.01
1991-09-24,306.16,3.69,305.7,71.91
1991-09-25,307.26,3.68,306.4,72.53
1991-09-26,305.44,3.58,301.8,71.08
1991-09-27,302.85,3.54,299.6,70.64
1991-09-30,304.4,3.56,300.1,70.11
1991-10-01,305.12,3.58,303.0,71.14
1991-10-02,305.74,3.57,302.0,71.28
1991-10-03,307.94,3.6,303.9,71.82
1991-10-04,311.14,3.59,307.4,72.69
1991-10-07,311.64,3.57,307.6,72.4
1991-10-08,313.16,3.55,308.8,73.47
1991-10-09,314.16,3.57,314.2,74.44
1991-10-10,313.93,3.54,315.1,75.25
1991-10-11,314.61,3.6,324.2,76.48
1991-10-14,313.66,3.56,320.6,76.05
1991-10-15,316.02,3.58,319.9,75.3
1991-10-16,314.54,3.6,319.7,74.34
1991-10-17,316.36,3.6,321.2,75.18
1991-10-18,315.61,3.6,319.3,75.26
1991-10-21,317.21,3.62,321.0,75.51
1991-10-22,318.21,3.62,318.6,75.2
1991-10-23,318.47,3.6,317.0,75.01
1991-10-24,316.94,3.6,316.0,75.14
1991-10-25,316.27,3.58,316.2,75.08
1991-10-28,316.05,3.58,312.1,74.54
1991-10-29,312.99,3.57,312.0,74.63
1991-10-30,308.52,3.52,308.4,74.03
1991-10-31,307.37,3.51,308.4,73.79
1991-11-01,304.08,3.46,306.0,73.61
1991-11-04,299.54,3.42,303.9,72.86
1991-11-05,299.13,3.42,303.2,73.23
1991-11-06,299.22,3.42,302.9,73.25
1991-11-07,296.4,3.34,295.9,70.95
1991-11-08,299.04,3.37,297.4,70.97
1991-11-11,299.88,3.38,299.5,72.07
1991-11-12,299.17,3.39,301.6,71.79
1991-11-13,300.2,3.4,303.0,71.08
1991-11-14,297.41,3.33,298.1,70.32
1991-11-15,302.35,3.38,302.8,71.37
1991-11-18,297.87,3.32,296.1,69.96
1991-11-19,299.25,3.34,298.6,70.38
1991-11-20,299.67,3.35,302.6,70.75
1991-11-21,301.74,3.38,302.4,70.56
1991-11-22,300.56,3.36,300.0,69.94
1991-11-25,298.85,3.36,297.5,69.21
1991-11-26,299.32,3.35,293.6,68.49
1991-11-27,307.69,3.42,304.2,69.63
1991-11-29,309.56,3.43,305.1,69.9
1991-12-02,305.1,3.39,297.5,68.71
1991-12-03,303.06,3.36,298.1,69.4
1991-12-04,304.48,3.36,300.0,69.19
1991-12-05,301.18,3.32,296.7,68.21
1991-12-06,299.68,3.28,296.9,68.57
1991-12-09,299.8,3.27,295.8,68.98
1991-12-10,300.15,3.25,296.5,68.75
1991-12-11,298.05,3.2,294.3,68.89
1991-12-12,291.65,3.13,289.4,67.75
1991-12-13,293.19,3.15,286.0,68.0
1991-12-16,292.01,3.13,286.8,67.72
1991-12-17,290.49,3.13,279.7,66.98
1991-12-18,290.99,3.12,275.3,65.89
1991-12-19,287.1,3.09,274.3,65.48
1991-12-20,283.48,3.05,266.6,62.86
1991-12-23,280.13,3.05,262.7,62.16
1991-12-24,281.82,3.08,263.6,62.74
1991-12-26,275.68,3.05,255.8,61.89
1991-12-27,276.05,3.02,256.8,61.98
1991-12-30,275.64,3.02,258.4,62.39
1991-12-31,276.74,3.05,260.8,62.72
1992-01-02,276.65,3.11,261.8,63.13
1992-01-03,278.64,3.15,261.3,62.15
1992-01-06,272.84,3.09,256.7,61.38
1992-01-07,273.19,3.07,256.7,61.65
1992-01-08,273.18,3.08,258.9,62.64
1992-01-09,283.51,3.29,266.1,65.34
1992-01-10,289.53,3.33,272.2,66.68
1992-01-13,285.84,3.29,265.4,65.55
1992-01-14,289.7,3.34,270.7,66.55
1992-01-15,294.94,3.46,276.5,68.85
1992-01-16,296.14,3.6,280.8,70.26
1992-01-17,292.03,3.53,277.9,68.87
1992-01-20,293.22,3.5,277.0,68.27
1992-01-21,291.12,3.48,275.3,68.64
1992-01-22,291.59,3.49,277.7,68.36
1992-01-23,290.28,3.46,277.9,68.87
1992-01-24,288.66,3.39,278.3,69.01
1992-01-27,294.34,3.46,287.6,71.88
1992-01-28,292.98,3.43,283.9,71.3
1992-01-29,292.15,3.46,281.2,70.63
1992-01-30,295.94,3.45,286.4,72.07
1992-01-31,295.73,3.44,290.7,71.28
1992-02-03,293.46,3.41,288.4,71.07
1992-02-04,292.23,3.41,291.3,70.71
1992-02-05,291.1,3.42,291.3,70.07
1992-02-06,289.46,3.42,294.2,69.73
1992-02-07,285.09,3.35,288.8,68.69
1992-02-10,287.92,3.38,291.2,69.04
1992-02-11,291.94,3.41,295.4,69.68
1992-02-12,296.02,3.47,300.2,70.88
1992-02-13,297.35,3.5,303.0,71.82
1992-02-14,296.51,3.47,299.5,71.81
